gene,d,log2fc,p_raw,is_surface,mean_junb_plus,mean_junb_minus,p_bh
PHBP12,1.4872,0.0123,0.002107,False,0.0042,-0.0081,0.008379
PHBP19,0.1149,0.0031,0.739208,False,-0.0154,-0.0185,0.795399
PHBP20,1.9329,0.0056,0.000406,False,-0.0048,-0.0104,0.003046
PHBP21,1.3311,0.0122,0.003987,False,0.0001,-0.0121,0.013135
PHBP7,-2.1214,-0.0102,0.000217,False,-0.0243,-0.0142,0.002337
PHBP9,1.3275,0.0095,0.004048,False,0.0011,-0.0084,0.013277
PHC1,-0.5788,-0.0279,0.120708,False,0.0234,0.0513,0.186073
PHC1P1,0.3088,0.0402,0.381403,False,0.022,-0.0182,0.471317
PHC2,0.6357,0.0938,0.092948,False,0.0143,-0.0795,0.15058
PHC3,-1.751,-0.2188,0.000771,False,-0.0432,0.1755,0.004333
PHETA1,-0.0775,-0.0044,0.821918,False,-0.0142,-0.0098,0.862249
PHETA2,2.1389,0.136,0.000205,False,0.0391,-0.0969,0.002287
PHEX,-1.0456,-0.0435,0.013875,False,-0.0425,0.001,0.033182
PHEX-AS1,-0.8273,-0.0385,0.037994,False,-0.0689,-0.0303,0.073395
PHF1,0.5407,0.0634,0.143414,False,0.048,-0.0154,0.213987
PHF10,0.2269,0.0163,0.515276,False,0.0098,-0.0064,0.599494
PHF11,0.4035,0.0357,0.260649,False,0.0097,-0.0261,0.347003
PHF12,0.1144,0.0109,0.740387,False,-0.0071,-0.018,0.79648
PHF13,1.5111,0.0966,0.001916,False,0.0685,-0.0281,0.007835
PHF14,-1.215,-0.1321,0.006541,False,-0.0678,0.0643,0.01876
PHF19,0.3889,0.0285,0.276935,False,-0.0215,-0.05,0.364504
PHF2,0.0819,0.0048,0.812188,False,-0.0054,-0.0102,0.854529
PHF20,-0.6397,-0.0525,0.091258,False,-0.0227,0.0298,0.148392
PHF20L1,0.6551,0.0953,0.084975,False,-0.0278,-0.1231,0.139961
PHF21A,-2.5956,-0.2222,5.3e-05,False,-0.0495,0.1728,0.00172
PHF21B,-2.0361,-0.0842,0.000287,False,-0.085,-0.0008,0.002605
PHF23,2.2666,0.1246,0.000138,False,0.0485,-0.076,0.002056
PHF24,-0.419,-0.0114,0.244252,False,-0.0362,-0.0248,0.329193
PHF2P2,-1.0141,-0.0464,0.016004,False,-0.0547,-0.0082,0.037067
PHF3,0.3407,0.0732,0.336703,False,-0.0477,-0.1209,0.42654
PHF5A,2.0328,0.0975,0.00029,False,0.0389,-0.0587,0.002617
PHF6,0.2505,0.0227,0.473956,False,-0.0083,-0.031,0.560994
PHF7,-0.1282,-0.012,0.710607,False,-0.0018,0.0102,0.771551
PHF8,-0.8901,-0.054,0.028346,False,-0.0034,0.0506,0.05808
PHGDH,1.3348,0.1094,0.003925,False,0.0611,-0.0483,0.012986
PHIP,-1.0217,-0.0957,0.015464,False,-0.1024,-0.0067,0.036082
PHKA1,-1.9597,-0.1772,0.00037,False,-0.2026,-0.0254,0.002917
PHKA1-AS1,-0.809,-0.0258,0.041405,False,-0.0471,-0.0214,0.078742
PHKA1P1,0.6906,0.004,0.072037,False,-0.0097,-0.0137,0.122581
PHKA2,-0.7926,-0.081,0.04469,False,-0.0108,0.0702,0.083619
PHKA2-AS1,-0.6515,-0.0169,0.086385,False,-0.0423,-0.0254,0.141916
PHKB,-0.8319,-0.08,0.037191,False,-0.0785,0.0015,0.072172
PHKG1,-0.7577,-0.1191,0.052632,False,-0.1605,-0.0414,0.095326
PHKG2,0.2308,0.0329,0.508302,False,0.0639,0.031,0.593058
PHLDA1,2.2227,0.2743,0.000158,False,0.1081,-0.1661,0.002136
PHLDA2,1.1048,0.0656,0.010627,False,0.0076,-0.058,0.027076
PHLDA3,2.0495,0.1486,0.000274,False,0.0014,-0.1472,0.002556
PHLDB1,-2.4053,-0.1957,9.1e-05,False,-0.0689,0.1268,0.001856
PHLDB2,1.0057,0.1205,0.016635,False,0.1961,0.0757,0.038181
PHLDB3,0.0899,0.012,0.794223,False,0.0596,0.0477,0.840113
PHLPP1,-1.5692,-0.1767,0.001526,False,-0.0162,0.1604,0.006701
PHLPP2,-1.4038,-0.0887,0.002951,False,0.0106,0.0993,0.010581
PHOSPHO1,1.958,0.0118,0.000373,False,0.0003,-0.0114,0.00293
PHOSPHO2,0.0711,0.009,0.836389,False,0.005,-0.004,0.873788
PHPT1,2.0964,0.2723,0.000236,False,0.0074,-0.2649,0.002407
PHRF1,0.2919,0.0216,0.406649,False,-0.006,-0.0276,0.496083
PHTF1,-0.4601,-0.0422,0.204847,False,-0.0054,0.0369,0.285605
PHTF2,-0.7468,-0.0791,0.055399,False,-0.0907,-0.0116,0.099245
PHYH,0.3995,0.0364,0.265061,False,-0.0665,-0.1029,0.351738
PHYHD1,-0.3356,-0.0329,0.343498,False,-0.0612,-0.0283,0.433161
PHYHIP,0.9611,0.0791,0.02041,False,0.0166,-0.0624,0.044851
PHYHIPL,-0.8726,-0.0426,0.030758,False,-0.0468,-0.0042,0.062065
PHYKPL,-1.1495,-0.1328,0.008714,False,0.0502,0.183,0.023295
PI15,0.491,0.0335,0.178994,False,-0.0252,-0.0587,0.255848
PI16,-0.4582,-0.0497,0.206484,False,0.0475,0.0972,0.287242
PI3,1.5708,0.0152,0.001517,False,0.0036,-0.0116,0.006677
PI4K2A,0.9189,0.0565,0.024801,False,0.0037,-0.0528,0.052226
PI4K2B,-1.0346,-0.0785,0.014582,False,0.0067,0.0852,0.034487
PI4KA,-1.1673,-0.2018,0.008057,False,-0.0754,0.1264,0.021938
PI4KAP1,-0.5728,-0.0577,0.124047,False,0.0216,0.0793,0.190138
PI4KAP2,-0.4188,-0.0607,0.244447,False,-0.023,0.0378,0.32942
PI4KB,-0.1593,-0.0158,0.645528,False,0.0087,0.0245,0.715864
PIANP,1.6527,0.0117,0.00111,False,-0.0132,-0.0249,0.00544
PIAS1,-0.9782,-0.1204,0.018866,False,0.0351,0.1555,0.042131
PIAS2,-0.4198,-0.0549,0.243337,False,-0.0053,0.0495,0.32824
PIAS3,-0.367,-0.0447,0.302914,False,0.0022,0.0469,0.391481
PIAS4,0.5113,0.0446,0.163576,False,0.022,-0.0226,0.237935
PIBF1,-1.5531,-0.1804,0.001625,False,-0.0847,0.0957,0.007006
PICALM,-1.2787,-0.1367,0.004974,False,-0.0482,0.0885,0.015361
PICART1,0.2436,0.0178,0.485837,False,0.0,-0.0177,0.572229
PICK1,0.0463,0.0035,0.893012,False,-0.0052,-0.0086,0.918648
PID1,-0.9919,-0.2806,0.017715,False,-0.1434,0.1372,0.040119
PIDD1,-1.2487,-0.0494,0.005656,False,-0.0247,0.0247,0.016881
PIEZO1,0.38,0.0481,0.287322,False,0.111,0.0629,0.375433
PIEZO1P2,-1.3214,-0.0468,0.004153,False,-0.06,-0.0132,0.013521
PIEZO2,-0.8063,-0.0884,0.041923,False,-0.0633,0.0251,0.079511
PIF1,-0.6472,-0.0576,0.088149,False,-0.0375,0.02,0.144263
PIFO,0.5728,0.0198,0.124062,False,-0.0125,-0.0323,0.190151
PIGA,0.0698,0.0068,0.839403,False,0.023,0.0162,0.876196
PIGB,-1.8939,-0.0961,0.000464,False,-0.0117,0.0843,0.003256
PIGBOS1,1.3086,0.0957,0.004382,False,0.0033,-0.0923,0.014017
PIGC,0.9754,0.0618,0.019113,False,-0.0132,-0.075,0.042579
PIGCP1,2.6641,0.0198,4.4e-05,False,-0.0041,-0.0239,0.001667
PIGF,-0.1972,-0.0281,0.570464,False,-0.0021,0.0259,0.649075
PIGFP1,-1.2417,-0.0092,0.005828,False,-0.0195,-0.0103,0.017236
PIGG,-0.6987,-0.0522,0.069346,False,-0.034,0.0183,0.118819
PIGH,0.8246,0.0673,0.038484,False,-0.0034,-0.0708,0.074179
PIGK,1.1159,0.0432,0.010115,False,-0.0135,-0.0567,0.026058
PIGL,-1.4168,-0.1727,0.002797,False,-0.0155,0.1572,0.010188
PIGM,0.5115,0.0767,0.16344,False,0.0666,-0.0101,0.237783
PIGN,-1.0914,-0.1282,0.011284,False,-0.0381,0.09,0.028351
PIGO,0.2793,0.0114,0.426364,False,-0.0122,-0.0236,0.515201
PIGP,1.0747,0.0844,0.012162,False,0.0055,-0.079,0.030011
PIGPP2,0.2181,0.005,0.531353,False,-0.0056,-0.0106,0.614102
PIGPP3,1.4789,0.0082,0.002178,False,0.0002,-0.008,0.008574
PIGQ,0.0818,0.0065,0.812313,False,0.0062,-0.0003,0.85459
PIGR,-1.6498,-0.0162,0.001122,False,-0.0318,-0.0155,0.005473
PIGS,0.7109,0.0456,0.065531,False,0.0385,-0.0072,0.113568
PIGT,1.3305,0.1436,0.003997,False,0.0526,-0.091,0.013156
PIGU,-1.1419,-0.1003,0.009013,False,-0.0143,0.086,0.023855
PIGV,0.2177,0.015,0.531938,False,-0.0012,-0.0162,0.614572
PIGW,0.5003,0.0513,0.171738,False,0.0263,-0.0249,0.247335
PIGX,-0.2321,-0.0158,0.505888,False,-0.0435,-0.0276,0.590661
PIGY,1.9072,0.0237,0.000443,False,0.0006,-0.0231,0.003178
PIGY-DT,0.5802,0.0274,0.119958,False,-0.0071,-0.0345,0.185218
PIGZ,-0.8518,-0.0772,0.033896,False,-0.0533,0.0239,0.067137
PIH1D1,0.9999,0.0902,0.017082,False,0.0248,-0.0654,0.038986
PIH1D2,0.2842,0.0246,0.418718,False,0.005,-0.0195,0.507941
PIH1D3,-0.5438,-0.0106,0.14142,False,-0.0209,-0.0102,0.21145
PIK3AP1,-0.1198,-0.0158,0.728578,False,-0.0201,-0.0043,0.786392
PIK3C2A,-1.255,-0.0723,0.005504,False,-0.059,0.0133,0.016543
PIK3C2B,-1.4373,-0.1257,0.002574,False,-0.062,0.0638,0.009638
PIK3C2G,-0.7725,-0.0945,0.049116,False,-0.078,0.0165,0.090114
PIK3C3,-0.2424,-0.022,0.487854,False,-0.0211,0.0009,0.574193
PIK3CA,-0.5721,-0.0652,0.124461,False,-0.047,0.0182,0.190577
PIK3CB,-3.5171,-0.1606,6e-06,False,-0.0804,0.0803,0.000934
PIK3CD,-0.6849,-0.0607,0.073983,False,0.0031,0.0638,0.125252
PIK3CD-AS2,-0.0415,-0.0011,0.903943,False,-0.0261,-0.025,0.926593
PIK3CG,-0.5357,-0.0145,0.146683,False,-0.0341,-0.0196,0.217834
PIK3IP1,0.1432,0.0183,0.678804,False,-0.0448,-0.0632,0.744669
PIK3IP1-AS1,-1.8288,-0.1051,0.000583,False,-0.0898,0.0153,0.003673
PIK3R1,-0.2181,-0.0367,0.531223,False,-0.156,-0.1193,0.613989
PIK3R2,-0.1299,-0.0227,0.706827,False,0.0363,0.0591,0.768394
PIK3R3,-0.6599,-0.058,0.083077,False,-0.0619,-0.0039,0.13743
PIK3R4,-0.5069,-0.0354,0.166834,False,-0.0061,0.0294,0.241597
PIK3R5,-1.2842,-0.0652,0.004859,False,-0.064,0.0012,0.015112
PIK3R6,-0.0654,-0.0042,0.84944,False,-0.0223,-0.0181,0.884282
PIKFYVE,-1.0727,-0.1021,0.012273,False,-0.0813,0.0208,0.030216
PILRA,-0.4497,-0.0381,0.214232,False,0.0057,0.0438,0.295775
PILRB,-1.2389,-0.3205,0.005898,False,-0.0966,0.2239,0.017388
PIM1,2.0296,0.2545,0.000293,False,0.2619,0.0074,0.002632
PIM2,-0.5518,-0.014,0.136437,False,-0.0322,-0.0181,0.205407
PIM3,0.6803,0.0634,0.07558,False,0.0441,-0.0193,0.12748
PIMREG,1.4313,0.0076,0.002637,False,-0.0087,-0.0163,0.009788
PIN1,1.5248,0.1298,0.001815,False,-0.0063,-0.136,0.007545
PIN4,0.1213,0.0134,0.725396,False,-0.0102,-0.0236,0.783583
PIN4P1,0.0261,0.0013,0.939613,False,-0.0111,-0.0124,0.953625
PINCR,-0.3849,-0.0149,0.281498,False,-0.0325,-0.0175,0.369239
PINK1,-0.403,-0.0275,0.261129,False,-0.0618,-0.0343,0.347516
PINK1-AS,-0.0743,-0.0159,0.829279,False,0.077,0.0928,0.867831
PINLYP,-0.4157,-0.028,0.247632,False,-0.041,-0.013,0.332894
PINX1,-0.5177,-0.083,0.159025,False,0.0004,0.0834,0.23254
PINX1.1,0.8117,0.07,0.040876,False,0.0103,-0.0597,0.077924
PIP4K2A,-0.6068,-0.0752,0.106182,False,0.0167,0.0919,0.167747
PIP4K2B,-0.211,-0.0226,0.544352,False,-0.0307,-0.0081,0.625724
PIP4K2C,0.764,0.0549,0.0511,False,0.0707,0.0158,0.093086
PIP4P1,1.0361,0.0894,0.014481,False,0.0293,-0.0601,0.034307
PIP4P2,2.559,0.1329,5.9e-05,False,0.047,-0.0859,0.001747
PIP5K1A,-3.4443,-0.2214,7e-06,False,-0.0151,0.2063,0.000985
PIP5K1B,-0.8457,-0.1203,0.03486,False,-0.085,0.0353,0.068666
PIP5K1C,0.4588,0.0466,0.205952,False,0.0173,-0.0293,0.286713
PIP5KL1,-0.7636,-0.0289,0.051198,False,-0.0265,0.0025,0.093221
PIPOX,-1.5773,-0.1025,0.001479,False,-0.0919,0.0106,0.006561
PIPSL,0.5054,0.0901,0.167968,False,0.0267,-0.0634,0.242979
PIR,-0.3257,-0.0558,0.357116,False,0.0025,0.0583,0.446647
PIRT,-0.4441,-0.014,0.219476,False,-0.0258,-0.0118,0.301777
PISD,0.2666,0.0253,0.446898,False,0.0914,0.0661,0.53489
PITHD1,0.6243,0.0345,0.097949,False,0.0217,-0.0128,0.157088
PITPNA,-0.7011,-0.078,0.068593,False,0.0016,0.0796,0.117871
PITPNA-AS1,1.0325,0.0761,0.014724,False,0.0105,-0.0656,0.034747
PITPNB,-0.1975,-0.0254,0.569849,False,0.0021,0.0276,0.648629
PITPNC1,-1.4199,-0.1848,0.002762,False,-0.1324,0.0524,0.010098
PITPNM1,0.2229,0.0201,0.522516,False,-0.0098,-0.0299,0.606166
PITPNM2,-0.7646,-0.1225,0.050952,False,-0.0386,0.0839,0.092866
PITPNM2-AS1,-0.5366,-0.0144,0.146078,False,-0.0305,-0.0161,0.217115
PITPNM3,-0.4613,-0.0265,0.203796,False,-0.0425,-0.016,0.284371
PITRM1,0.9772,0.0564,0.018952,False,0.023,-0.0334,0.042288
PITRM1-AS1,0.2188,0.0125,0.529988,False,-0.0149,-0.0274,0.612935
PITX1,-0.275,-0.0275,0.433359,False,-0.046,-0.0185,0.521891
PITX2,-0.6434,-0.0495,0.089678,False,-0.105,-0.0555,0.146272
PITX3,-2.08,-0.0398,0.000248,False,-0.0912,-0.0513,0.00245
PIWIL1,-0.8181,-0.0348,0.03967,False,-0.0514,-0.0166,0.07605
PIWIL2,-1.194,-0.1061,0.007168,False,-0.0431,0.0629,0.020101
PIWIL3,-1.0546,-0.0445,0.013318,False,-0.0589,-0.0144,0.032151
PIWIL4,-0.9555,-0.0866,0.020939,False,-0.0011,0.0855,0.045711
PJA1,1.9421,0.0855,0.000393,False,0.017,-0.0685,0.003003
PJA2,1.2439,0.0717,0.005773,False,-0.0232,-0.0949,0.017123
PJVK,-1.6808,-0.1445,0.000999,False,-0.0717,0.0728,0.005092
PKD1,-1.2207,-0.1183,0.006382,False,-0.0227,0.0956,0.018428
PKD1L1,-0.6,-0.0638,0.109545,False,-0.0245,0.0393,0.171918
PKD1L2,-1.0592,-0.1042,0.013043,False,-0.1065,-0.0022,0.031645
PKD1L3,-2.5759,-0.0991,5.6e-05,False,-0.1024,-0.0033,0.001741
PKD1P1,0.3416,0.0302,0.335439,False,0.0079,-0.0223,0.425238
PKD1P5,0.2919,0.0136,0.406748,False,-0.001,-0.0146,0.496172
PKD1P6,-1.4605,-0.1932,0.002344,False,-0.1365,0.0566,0.009036
PKD2,-1.1748,-0.1692,0.007796,False,-0.0104,0.1588,0.021414
PKD2L1,-2.0482,-0.0486,0.000276,False,-0.0688,-0.0202,0.002562
PKD2L2,-1.5891,-0.0968,0.001414,False,-0.0984,-0.0017,0.006383
PKDCC,-0.6669,-0.0488,0.080418,False,0.0343,0.083,0.13387
PKDREJ,-0.4908,-0.0115,0.179104,False,-0.029,-0.0175,0.255957
PKHD1,-1.9348,-0.1507,0.000403,False,-0.1476,0.0032,0.003037
PKHD1L1,-1.102,-0.0643,0.010764,False,-0.0508,0.0135,0.02733
PKIA,-1.0492,-0.0996,0.01365,False,-0.1078,-0.0082,0.032762
PKIA-AS1,-1.3117,-0.1255,0.004326,False,-0.1126,0.0129,0.013886
PKIB,-1.8572,-0.1036,0.000528,False,-0.0897,0.0139,0.003491
PKIG,1.2425,0.1006,0.005809,False,-0.0185,-0.1192,0.017191
PKLR,-1.3919,-0.0225,0.003098,False,-0.0463,-0.0239,0.010948
PKM,0.6131,0.1045,0.103151,False,-0.0023,-0.1067,0.163724
PKMP1,0.208,0.0038,0.550011,False,-0.0105,-0.0143,0.631078
PKMP3,1.5214,0.0115,0.00184,False,-0.0135,-0.025,0.007625
PKMP4,1.2224,0.0077,0.006335,False,-0.0014,-0.009,0.018334
PKMYT1,-0.395,-0.0103,0.270067,False,-0.0241,-0.0138,0.357279
PKN1,-0.6301,-0.0807,0.095375,False,-0.0117,0.0689,0.153742
PKN2,-0.5943,-0.0784,0.112473,False,-0.0406,0.0378,0.175609
PKN2-AS1,-2.2149,-0.1781,0.000162,False,-0.126,0.0521,0.002139
PKN3,-0.749,-0.0549,0.054835,False,-0.0448,0.0102,0.09843
PKNOX1,-0.0944,-0.0088,0.784275,False,0.0232,0.032,0.832289
PKNOX2,-1.4441,-0.1849,0.002504,False,-0.0267,0.1581,0.009459
PKP1,0.8257,0.0266,0.038283,False,-0.0086,-0.0353,0.073863
PKP2,-0.9664,-0.0799,0.01992,False,-0.0868,-0.007,0.043988
PKP3,-0.0262,-0.0012,0.939258,False,-0.021,-0.0198,0.953443
PKP4,-1.9795,-0.1968,0.000346,False,-0.0567,0.1401,0.002835
PKP4-AS1,-1.5611,-0.0562,0.001575,False,-0.0778,-0.0216,0.006851
PLA1A,-0.8012,-0.035,0.042926,False,-0.0638,-0.0288,0.080995
PLA2G10,-0.4807,-0.0142,0.187275,False,-0.0353,-0.0211,0.265488
PLA2G12A,-0.3906,-0.025,0.274991,False,-0.015,0.01,0.362601
PLA2G12AP1,1.0009,0.0355,0.017005,False,-0.0028,-0.0383,0.038855
PLA2G12B,-0.7677,-0.026,0.05023,False,-0.0473,-0.0213,0.091806
PLA2G15,0.1894,0.0079,0.585406,False,-0.031,-0.0388,0.662748
PLA2G1B,0.1115,0.001,0.746652,False,-0.0115,-0.0125,0.801716
PLA2G2A,2.1719,0.4354,0.000185,False,0.3055,-0.1298,0.002227
PLA2G2C,-1.1778,-0.0315,0.007692,False,-0.0446,-0.0131,0.021195
PLA2G2F,-1.5392,-0.0061,0.001716,False,-0.0143,-0.0082,0.007269
PLA2G4A,-0.4481,-0.0248,0.21568,False,0.0406,0.0654,0.2974
PLA2G4B,-0.2143,-0.0547,0.538207,False,0.0522,0.1068,0.620073
PLA2G4C,-1.4789,-0.1309,0.002177,False,-0.1187,0.0122,0.008573
PLA2G4C-AS1,-1.9068,-0.0087,0.000444,False,-0.0221,-0.0134,0.003182
PLA2G4D,-2.4126,-0.0201,8.9e-05,False,-0.0296,-0.0096,0.001841
PLA2G4E,-1.8924,-0.0418,0.000467,False,-0.0613,-0.0195,0.003268
PLA2G4E-AS1,-1.9922,-0.0366,0.000332,False,-0.0505,-0.0139,0.002787
PLA2G4F,-0.9721,-0.0279,0.019404,False,-0.0542,-0.0263,0.043076
PLA2G5,0.4648,0.0299,0.200691,False,0.0221,-0.0078,0.280887
PLA2G6,-1.2903,-0.1178,0.004735,False,-0.073,0.0448,0.014839
PLA2G7,0.0015,0.0001,0.996452,False,-0.0134,-0.0135,0.997506
PLA2R1,-0.7897,-0.1073,0.045302,False,-0.0503,0.057,0.084542
PLAA,-0.586,-0.0491,0.116823,False,-0.0069,0.0422,0.181124
PLAAT1,-1.1773,-0.0499,0.007709,False,-0.095,-0.0451,0.02123
PLAAT2,-0.2029,-0.0027,0.559637,False,-0.0123,-0.0096,0.639687
PLAAT3,2.0088,0.1327,0.000314,False,0.0512,-0.0815,0.002721
PLAAT4,2.1523,0.1662,0.000197,False,0.0406,-0.1256,0.002262
PLAAT5,0.3651,0.0146,0.305252,False,0.0179,0.0033,0.393845
PLAC1,-1.625,-0.0977,0.001232,False,-0.0964,0.0012,0.005826
PLAC4,-0.6022,-0.0111,0.10846,False,-0.0222,-0.0112,0.170569
PLAC8,-0.7583,-0.0233,0.052491,False,-0.0421,-0.0189,0.095112
PLAC8L1,-0.8345,-0.041,0.036738,False,-0.0198,0.0212,0.071494
PLAC9,1.8373,0.2509,0.000566,False,0.1491,-0.1018,0.003611
PLAC9P1,0.182,0.0233,0.600044,False,0.0781,0.0548,0.675299
PLAG1,-0.5273,-0.0353,0.152354,False,-0.0399,-0.0046,0.224581
PLAGL1,-0.5352,-0.0856,0.147012,False,-0.0425,0.0432,0.218246
PLAGL2,0.2697,0.01,0.441909,False,-0.0161,-0.0261,0.530116
PLAT,0.5836,0.0651,0.118069,False,0.0243,-0.0408,0.182734
PLAU,1.5396,0.2761,0.001713,False,0.325,0.0489,0.007261
PLAUR,1.6702,0.1982,0.001039,False,0.1514,-0.0468,0.005221
PLB1,-1.2483,-0.0825,0.005665,False,-0.0944,-0.0119,0.016894
PLBD1,1.6563,0.1258,0.001095,False,-0.013,-0.1388,0.00539
PLBD1-AS1,0.3512,0.0374,0.322804,False,0.03,-0.0073,0.412704
PLBD2,0.4782,0.0562,0.189316,False,-0.0054,-0.0616,0.26793
PLCB1,-2.0924,-0.3267,0.000239,False,-0.0638,0.2629,0.002421
PLCB1-IT1,-1.2605,-0.0349,0.005376,False,-0.0524,-0.0175,0.016256
PLCB2,0.202,0.0072,0.561232,False,-0.0252,-0.0324,0.641154
PLCB3,-0.5044,-0.0232,0.168679,False,0.04,0.0632,0.243761
PLCB4,-1.1976,-0.2574,0.007055,False,-0.2713,-0.014,0.019843
PLCD1,0.7239,0.0357,0.061644,False,0.0535,0.0178,0.108179
PLCD3,0.085,0.0054,0.805108,False,-0.0149,-0.0204,0.84885
PLCD4,-1.8018,-0.1613,0.000642,False,-0.2146,-0.0532,0.003888
PLCE1,-1.1112,-0.15,0.010327,False,-0.1092,0.0408,0.026481
PLCE1-AS1,0.2856,0.0093,0.41644,False,-0.0043,-0.0136,0.505599
PLCE1-AS2,-0.5458,-0.0153,0.140188,False,-0.0307,-0.0154,0.209927
PLCG1,-1.67,-0.083,0.00104,False,-0.0812,0.0018,0.005222
PLCG1-AS1,-2.1349,-0.1185,0.000208,False,-0.1223,-0.0038,0.002301
PLCG2,-0.2849,-0.0206,0.417538,False,-0.0296,-0.009,0.506769
PLCH1,-1.1999,-0.1387,0.006987,False,-0.0851,0.0536,0.019691
PLCH1-AS1,-2.3897,-0.014,9.5e-05,False,-0.0238,-0.0097,0.001874
PLCH2,-0.0183,-0.0003,0.957459,False,-0.0133,-0.013,0.967455
PLCL1,-2.0156,-0.2766,0.000307,False,-0.219,0.0576,0.0027
PLCL2,-2.1917,-0.1955,0.000174,False,-0.1184,0.0771,0.002182
PLCL2-AS1,-2.3568,-0.0067,0.000105,False,-0.0197,-0.013,0.001906
PLCXD1,0.463,0.0223,0.202234,False,0.0068,-0.0155,0.282566
PLCXD2,-0.896,-0.085,0.027583,False,-0.0708,0.0142,0.056767
PLCXD3,0.4071,0.0689,0.256714,False,0.0723,0.0034,0.342717
PLCZ1,-0.9843,-0.0376,0.01834,False,-0.0598,-0.0223,0.041195
PLD1,-1.4236,-0.2571,0.002722,False,-0.2279,0.0292,0.009998
PLD2,0.0097,0.0011,0.977453,False,0.0015,0.0004,0.982986
PLD3,0.3867,0.0538,0.27951,False,-0.0127,-0.0665,0.367229
PLD4,0.1731,0.0046,0.617601,False,-0.02,-0.0246,0.690805
PLD5,-1.7205,-0.3265,0.000862,False,-0.3866,-0.0601,0.004637
PLD6,-0.2339,-0.0195,0.502849,False,-0.009,0.0105,0.587801
PLEC,-0.0505,-0.0061,0.883316,False,0.0064,0.0125,0.910751
PLEK,-0.4796,-0.0183,0.188132,False,-0.0392,-0.0209,0.266563
PLEK2,-2.0453,-0.0261,0.000278,False,-0.0415,-0.0155,0.002571
PLEKHA1,-0.1783,-0.0209,0.607246,False,-0.0192,0.0018,0.681862
PLEKHA2,-0.7248,-0.0957,0.061382,False,-0.0239,0.0719,0.10779
PLEKHA3,0.4401,0.0536,0.223226,False,-0.0128,-0.0664,0.305977
PLEKHA3P1,0.4856,0.0113,0.183282,False,-0.0257,-0.037,0.260876
PLEKHA4,0.5565,0.0689,0.133543,False,0.0522,-0.0167,0.201837
PLEKHA5,-1.9877,-0.2393,0.000337,False,-0.0325,0.2068,0.0028
PLEKHA6,-0.4918,-0.084,0.178315,False,-0.0246,0.0593,0.255012
PLEKHA7,0.1449,0.0475,0.675261,False,0.0498,0.0024,0.741341
PLEKHA8,-0.3288,-0.0417,0.352857,False,0.0035,0.0452,0.442429
PLEKHA8P1,0.2842,0.0269,0.418623,False,0.0338,0.0069,0.507891
PLEKHB1,-0.0486,-0.0015,0.887575,False,-0.0226,-0.0211,0.914347
PLEKHB2,1.044,0.0599,0.013975,False,0.0188,-0.0411,0.033358
PLEKHD1,-1.5843,-0.054,0.00144,False,-0.0567,-0.0027,0.00645
PLEKHF1,2.2232,0.122,0.000158,False,-0.0101,-0.1321,0.002136
PLEKHF2,0.9409,0.0794,0.022404,False,0.0271,-0.0523,0.048178
PLEKHG1,-0.6767,-0.0843,0.076828,False,0.0184,0.1026,0.129119
PLEKHG2,0.1789,0.0168,0.606121,False,0.0089,-0.0079,0.680883
PLEKHG3,-0.8952,-0.1065,0.027678,False,-0.0905,0.0161,0.056925
PLEKHG4,0.2831,0.0204,0.420374,False,0.0224,0.0021,0.509515
PLEKHG4B,-0.86,-0.0417,0.03261,False,-0.047,-0.0052,0.065132
PLEKHG5,-0.4575,-0.0215,0.207121,False,-0.0355,-0.014,0.287948
PLEKHG6,-0.3746,-0.0062,0.293633,False,-0.0303,-0.0241,0.381991
PLEKHH1,-0.4449,-0.0508,0.218757,False,-0.04,0.0108,0.300941
PLEKHH2,-0.848,-0.121,0.034495,False,-0.0475,0.0736,0.068074
PLEKHH3,-0.8863,-0.1156,0.028861,False,-0.064,0.0515,0.058935
PLEKHJ1,1.1652,0.1279,0.008131,False,0.0552,-0.0727,0.022088
PLEKHM1,-0.9779,-0.0697,0.018889,False,-0.0506,0.0191,0.04217
PLEKHM1P1,-0.4122,-0.0379,0.251346,False,-0.01,0.0278,0.336882
PLEKHM2,0.2503,0.0346,0.47429,False,0.0368,0.0022,0.561284
PLEKHM3,-1.9101,-0.1441,0.000439,False,-0.0575,0.0866,0.003165
PLEKHN1,-0.4088,-0.0193,0.254967,False,-0.0321,-0.0127,0.340818
PLEKHO1,0.0054,0.0005,0.987387,False,-0.0416,-0.0421,0.990547
PLEKHO2,-0.0014,-0.0001,0.996721,False,0.0218,0.0219,0.997697
PLEKHS1,-2.3421,-0.0381,0.00011,False,-0.05,-0.0119,0.001915
PLET1,-0.9053,-0.0212,0.026417,False,-0.0459,-0.0247,0.054895
PLG,-0.6509,-0.0299,0.086649,False,-0.0488,-0.0189,0.142239
PLGLA,0.4398,0.006,0.223576,False,-0.0096,-0.0156,0.306312
PLGLB1,-0.2635,-0.0135,0.451992,False,-0.0072,0.0063,0.53974
PLGLB2,-0.1979,-0.012,0.569092,False,-0.0192,-0.0072,0.647845
PLGRKT,0.6099,0.0617,0.104699,False,0.0023,-0.0594,0.165791
PLIN1,-0.6446,-0.0134,0.08918,False,-0.0438,-0.0304,0.145648
PLIN2,4.1812,0.2244,2e-06,False,0.0253,-0.1991,0.000578
