gene	ensgid	group	in_B3	in_F144	lof_pLI	lof_LOEUF	mis_z	pli_ge_09	loeuf_lt_035	mis_z_top_decile	mis_z_ge_309	biological_category	biological_source
EVA1A	ENSG00000115363	bg	False	False	0.013589	1.277	0.21444	False	False	False	False		
EVA1B	ENSG00000142694	bg	False	False	0.00062286	1.923	-1.4785	False	False	False	False		
EVA1C	ENSG00000166979	bg	False	False	1.9295e-05	0.9	0.80574	False	False	False	False		
EVC	ENSG00000072840	bg	False	False	6.2955e-37	1.134	-1.5572	False	False	False	False		
EVC2	ENSG00000173040	bg	False	False	1.7773e-47	1.092	-1.7856	False	False	False	False		
EVI2A	ENSG00000126860	bg	False	False	0.00029599	1.297	0.56939	False	False	False	False		
EVI2B	ENSG00000185862	bg	False	False	0.010434	1.187	0.98613	False	False	False	False		
EVI5	ENSG00000067208	bg	False	False	0.005276	0.741	1.002	False	False	False	False		
EVI5L	ENSG00000142459	bg	False	False	0.79377	0.523	1.6914	False	False	False	False		
EVL	ENSG00000196405	bg	False	False	0.97521	0.501	1.7068	True	False	False	False		
EVPL	ENSG00000167880	bg	False	False	4.225e-29	0.999	0.2514	False	False	False	False		
EVPLL	ENSG00000214860	bg	False	False	6.4945e-17	1.709	-1.1746	False	False	False	False		
EVX1	ENSG00000106038	bg	False	False	1.0918e-05	1.097	-1.6963	False	False	False	False		
EVX2	ENSG00000174279	bg	False	False	0.0001074	1.228	-2.0517	False	False	False	False		
EWSR1	ENSG00000182944	bg	False	False	1.0	0.249	3.0805	True	True	True	False		
EXD1	ENSG00000178997	bg	False	False	1.4803e-26	1.536	-0.67688	False	False	False	False		
EXD2	ENSG00000081177	bg	False	False	4.3736e-07	0.785	1.6331	False	False	False	False		
EXD3	ENSG00000187609	bg	False	False	1.1893999999999999e-32	1.373	-2.1106	False	False	False	False		
EXO1	ENSG00000174371	bg	False	False	4.5955e-15	1.013	0.1399	False	False	False	False		
EXO5	ENSG00000164002	bg	False	False	1.9962e-05	1.049	1.6091	False	False	False	False		
EXOC1	ENSG00000090989	bg	False	False	1.7082e-07	0.686	2.6685	False	False	False	False		
EXOC2	ENSG00000112685	bg	False	False	4.2713e-07	0.626	2.5178	False	False	False	False		
EXOC3	ENSG00000180104	bg	False	False	0.99523	0.475	1.4344	True	False	False	False		
EXOC3L1	ENSG00000179044	bg	False	False	3.2797e-27	1.17	-0.06265	False	False	False	False		
EXOC3L2	ENSG00000283632	bg	False	False	0.045725	0.687	0.061545	False	False	False	False		
EXOC3L4	ENSG00000205436	bg	False	False	4.4327e-26	1.532	-3.0248	False	False	False	False		
EXOC4	ENSG00000131558	F144	False	True	9.9407e-11	0.745	1.4637	False	False	False	False		
EXOC5	ENSG00000070367	bg	False	False	0.97531	0.48	1.5793	True	False	False	False		
EXOC6	ENSG00000138190	bg	False	False	0.00025713	0.788	0.37893	False	False	False	False		
EXOC6B	ENSG00000144036	bg	False	False	1.8167e-06	0.688	2.1536	False	False	False	False		
EXOC7	ENSG00000182473	bg	False	False	7.6704e-10	0.76	2.0537	False	False	False	False		
EXOC8	ENSG00000116903	bg	False	False	0.93128	0.523	2.0474	True	False	False	False		
EXOG	ENSG00000157036	bg	False	False	2.4352e-08	1.772	0.097776	False	False	False	False		
EXOSC1	ENSG00000171311	bg	False	False	1.7534e-08	1.199	0.78153	False	False	False	False		
EXOSC10	ENSG00000171824	bg	False	False	3.5665e-20	0.852	1.1361	False	False	False	False		
EXOSC2	ENSG00000130713	bg	False	False	5.217e-08	1.009	0.68158	False	False	False	False		
EXOSC3	ENSG00000107371	bg	False	False	2.9349e-05	1.072	-0.54311	False	False	False	False		
EXOSC4	ENSG00000178896	bg	False	False	3.6426e-06	1.359	-0.51812	False	False	False	False		
EXOSC5	ENSG00000077348	bg	False	False	0.0018424	1.136	-0.034517	False	False	False	False		
EXOSC6	ENSG00000223496	bg	False	False	0.039148	1.952	-1.2958	False	False	False	False		
EXOSC7	ENSG00000075914	bg	False	False	3.3455e-05	1.012	0.071681	False	False	False	False		
EXOSC8	ENSG00000120699	bg	False	False	1.2734e-07	1.944	0.25225	False	False	False	False		
EXOSC9	ENSG00000123737	bg	False	False	1.1629e-07	1.121	-0.059334	False	False	False	False		
EXPH5	ENSG00000110723	bg	False	False	3.5934e-07	1.142	0.90174	False	False	False	False		
EXT1	ENSG00000182197	bg	False	False	1.0	0.339	2.7372	True	True	False	False		
EXT2	ENSG00000151348	bg	False	False	1.2232e-10	0.775	2.1935	False	False	False	False		
EXTL1	ENSG00000158008	bg	False	False	3.8201e-11	0.939	1.3253	False	False	False	False		
EXTL2	ENSG00000162694	bg	False	False	3.6648e-05	1.054	1.0619	False	False	False	False		
EXTL3	ENSG00000012232	bg	False	False	0.92595	0.511	2.9438	True	False	True	False		
EYA1	ENSG00000104313	bg	False	False	1.0	0.291	1.3988	True	True	False	False		
EYA2	ENSG00000064655	bg	False	False	0.0043091	0.647	1.1942	False	False	False	False		
EYA3	ENSG00000158161	bg	False	False	0.1239	0.609	2.1673	False	False	False	False		
EYA4	ENSG00000112319	bg	False	False	0.86351	0.536	1.2878	False	False	False	False		
EYS	ENSG00000188107	bg	False	False	6.4354e-50	0.96	-0.45186	False	False	False	False		
EZH1	ENSG00000108799	bg	False	False	0.99987	0.439	5.5939	True	False	True	True		
EZH2	ENSG00000106462	bg	False	False	1.0	0.272	5.1188	True	True	True	True		
EZR	ENSG00000092820	bg	False	False	3.8273e-06	0.697	1.3602	False	False	False	False		
F10	ENSG00000126218	bg	False	False	9.9027e-06	0.968	2.0575	False	False	False	False		
F11	ENSG00000088926	bg	False	False	4.4436999999999995e-22	1.145	0.84839	False	False	False	False		
F11R	ENSG00000158769	bg	False	False	1.8856e-06	0.9	1.078	False	False	False	False		
F12	ENSG00000131187	bg	False	False	2.9444e-26	1.286	-0.22747	False	False	False	False		
F13A1	ENSG00000124491	bg	False	False	1.4198e-08	0.734	1.8962	False	False	False	False		
F13B	ENSG00000143278	bg	False	False	4.8042e-12	0.893	0.62963	False	False	False	False		
F2	ENSG00000180210	bg	False	False	0.15426	0.552	2.7726	False	False	False	False		
F2R	ENSG00000181104	bg	False	False	0.0071124	0.88	1.5448	False	False	False	False		
F2RL1	ENSG00000164251	bg	False	False	0.00055949	0.989	1.0323	False	False	False	False		
F2RL2	ENSG00000164220	bg	False	False	0.018004	1.393	1.1154	False	False	False	False		
F2RL3	ENSG00000127533	bg	False	False	0.063491	1.746	-1.4882	False	False	False	False		
F3	ENSG00000117525	bg	False	False	0.0016619	0.839	0.11136	False	False	False	False		
F5	ENSG00000198734	bg	False	False	5.2212e-24	0.704	2.7865	False	False	False	False		
F7	ENSG00000057593	bg	False	False	1.1139e-11	1.113	0.3692	False	False	False	False		
FA2H	ENSG00000103089	bg	False	False	0.0053396	0.759	-0.88456	False	False	False	False		
FAAH	ENSG00000117480	bg	False	False	9.7379e-21	1.147	0.57246	False	False	False	False		
FAAP100	ENSG00000185504	bg	False	False	8.6804e-14	1.076	-0.5815	False	False	False	False		
FAAP20	ENSG00000162585	bg	False	False	2.127e-05	1.339	-0.81118	False	False	False	False		
FAAP24	ENSG00000131944	bg	False	False	8.7894e-07	1.336	0.97249	False	False	False	False		
FABP1	ENSG00000163586	bg	False	False	0.00051847	1.487	0.50234	False	False	False	False		
FABP2	ENSG00000145384	bg	False	False	0.16067	1.341	-0.069702	False	False	False	False		
FABP3	ENSG00000121769	bg	False	False	0.027364	1.029	1.066	False	False	False	False		
FABP4	ENSG00000170323	bg	False	False	3.5049e-06	1.872	0.25887	False	False	False	False		
FABP5	ENSG00000164687	bg	False	False	0.45179	0.839	0.54026	False	False	False	False		
FABP6	ENSG00000170231	bg	False	False	0.00090753	1.372	0.25786	False	False	False	False		
FABP7	ENSG00000164434	bg	False	False	8.8684e-05	1.363	0.46214	False	False	False	False		
FABP9	ENSG00000205186	bg	False	False	0.012552	1.5	-0.35636	False	False	False	False		
FADD	ENSG00000168040	bg	False	False	0.069433	1.715	0.66783	False	False	False	False		
FADS1	ENSG00000149485	bg	False	False	0.99967	0.428	3.4415	True	False	True	True		
FADS2	ENSG00000134824	bg	False	False	0.99989	0.415	4.1372	True	False	True	True		
FADS3	ENSG00000221968	bg	False	False	7.0197e-05	0.727	2.0028	False	False	False	False		
FADS6	ENSG00000172782	bg	False	False	2.2752e-09	1.233	0.0477	False	False	False	False		
FAF1	ENSG00000185104	bg	False	False	0.99507	0.45	1.6552	True	False	False	False		
FAF2	ENSG00000113194	bg	False	False	1.0	0.276	3.0204	True	True	True	False		
FAH	ENSG00000103876	bg	False	False	1.8906e-12	1.067	1.1148	False	False	False	False		
FAHD2A	ENSG00000115042	bg	False	False	8.3655e-08	1.055	1.9097	False	False	False	False		
FAHD2B	ENSG00000144199	bg	False	False	1.5943e-07	1.1	2.0058	False	False	False	False		
FAIM	ENSG00000158234	bg	False	False	0.0020304	1.124	0.90854	False	False	False	False		
FAIM2	ENSG00000135472	bg	False	False	0.0001083	0.753	1.676	False	False	False	False		
FAM102A	ENSG00000167106	bg	False	False	0.0021544	0.76	1.4945	False	False	False	False		
FAM102B	ENSG00000162636	bg	False	False	0.9012	0.554	1.4656	True	False	False	False		
FAM104A	ENSG00000133193	bg	False	False	2.8932e-05	1.716	-1.1861	False	False	False	False		
FAM107A	ENSG00000168309	bg	False	False	4.7119e-08	1.808	-0.27662	False	False	False	False		
FAM107B	ENSG00000065809	bg	False	False	5.4315e-05	0.906	-1.0153	False	False	False	False		
FAM110A	ENSG00000125898	bg	False	False	0.0008225	1.571	-1.0657	False	False	False	False		
FAM110B	ENSG00000169122	bg	False	False	0.91633	0.566	1.4138	True	False	False	False		
FAM110C	ENSG00000184731	bg	False	False	7.5827e-10	1.939	-3.281	False	False	False	False		
FAM110D	ENSG00000197245	bg	False	False	0.10785	1.941	-2.0182	False	False	False	False		
FAM111A	ENSG00000166801	bg	False	False	0.16155	1.89	1.0515	False	False	False	False		
FAM111B	ENSG00000189057	bg	False	False	0.10723	1.817	0.53467	False	False	False	False		
FAM114A1	ENSG00000197712	bg	False	False	2.2421e-18	1.149	0.8711	False	False	False	False		
FAM114A2	ENSG00000055147	bg	False	False	1.4473e-07	1.155	0.17971	False	False	False	False		
FAM117A	ENSG00000121104	bg	False	False	0.0011403	0.767	1.4721	False	False	False	False		
FAM117B	ENSG00000138439	bg	False	False	0.0012107	0.764	0.11071	False	False	False	False		
FAM118A	ENSG00000100376	bg	False	False	0.0001704	0.848	0.85217	False	False	False	False		
FAM118B	ENSG00000197798	bg	False	False	0.0013043	0.801	1.9648	False	False	False	False		
FAM120A	ENSG00000048828	bg	False	False	1.0	0.222	5.0813	True	True	True	True		
FAM120AOS	ENSG00000188938	bg	False	False	8.022e-05	1.176	0.22451	False	False	False	False		
FAM120B	ENSG00000112584	bg	False	False	2.7591999999999997e-21	0.997	1.3572	False	False	False	False		
FAM124A	ENSG00000150510	bg	False	False	1.1063e-09	1.678	1.1439	False	False	False	False		
FAM124B	ENSG00000124019	bg	False	False	4.6671e-06	1.242	0.67146	False	False	False	False		
FAM126A	ENSG00000122591	bg	False	False	0.025698	0.745	0.8172	False	False	False	False		
FAM126B	ENSG00000155744	bg	False	False	0.76287	0.574	2.1671	False	False	False	False		
FAM131A	ENSG00000175182	bg	False	False	9.0031e-05	0.83	1.7557	False	False	False	False		
FAM131B	ENSG00000159784	bg	False	False	0.015141	0.702	1.8853	False	False	False	False		
FAM131C	ENSG00000185519	bg	False	False	0.0017879	1.059	0.57874	False	False	False	False		
FAM133B	ENSG00000234545	bg	False	False	0.0063728	0.933	0.97554	False	False	False	False		
FAM135A	ENSG00000082269	bg	False	False	8.3505e-11	0.691	1.6597	False	False	False	False		
FAM135B	ENSG00000147724	bg	False	False	0.99978	0.444	1.6099	True	False	False	False		
FAM136A	ENSG00000035141	bg	False	False	2.6032e-10	1.627	-0.13669	False	False	False	False		
FAM13A	ENSG00000138640	bg	False	False	6.4372e-10	0.746	1.6327	False	False	False	False		
FAM13B	ENSG00000031003	bg	False	False	0.0015591	0.586	1.5477	False	False	False	False		
FAM13C	ENSG00000148541	bg	False	False	6.5635e-05	0.673	2.0633	False	False	False	False		
FAM149A	ENSG00000109794	bg	False	False	6.4065e-19	1.082	-0.99598	False	False	False	False		
FAM149B1	ENSG00000138286	bg	False	False	5.3985e-10	0.98	0.80716	False	False	False	False		
FAM151A	ENSG00000162391	bg	False	False	6.3087e-14	1.203	0.46383	False	False	False	False		
FAM151B	ENSG00000152380	bg	False	False	2.8587e-05	1.074	0.92591	False	False	False	False		
FAM161A	ENSG00000170264	bg	False	False	1.995e-16	1.025	0.029301	False	False	False	False		
FAM161B	ENSG00000156050	bg	False	False	1.2414e-11	0.916	0.62231	False	False	False	False		
FAM162A	ENSG00000114023	bg	False	False	1.761e-05	1.643	0.33842	False	False	False	False		
FAM162B	ENSG00000183807	bg	False	False	3.6871e-05	1.672	-2.0571	False	False	False	False		
FAM163A	ENSG00000143340	bg	False	False	0.018987	1.204	0.4689	False	False	False	False		
FAM163B	ENSG00000196990	bg	False	False	0.010109	1.565	-0.33854	False	False	False	False		
FAM166A	ENSG00000188163	bg	False	False	7.7097e-16	1.442	-3.029	False	False	False	False		
FAM166B	ENSG00000215187	bg	False	False	9.3448e-14	1.557	-0.55633	False	False	False	False		
FAM166C	ENSG00000173557	bg	False	False	6.0981e-08	1.545	-0.22552	False	False	False	False		
FAM167A	ENSG00000154319	bg	False	False	3.4254e-11	1.934	-2.4435	False	False	False	False		
FAM167B	ENSG00000183615	bg	False	False	0.030714	1.109	-0.76646	False	False	False	False		
FAM168A	ENSG00000054965	bg	False	False	0.99998	0.256	2.0965	True	True	False	False		
FAM168B	ENSG00000152102	bg	False	False	3.2218e-06	1.375	0.21698	False	False	False	False		
FAM169A	ENSG00000198780	bg	False	False	0.99895	0.432	1.157	True	False	False	False		
FAM170B	ENSG00000172538	bg	False	False	0.0049089	1.764	-0.75134	False	False	False	False		
FAM171A1	ENSG00000148468	bg	False	False	0.99949	0.446	0.53226	True	False	False	False		
FAM171A2	ENSG00000161682	bg	False	False	0.68722	0.599	-0.96293	False	False	False	False		
FAM171B	ENSG00000144369	bg	False	False	1.0	0.367	2.1256	True	False	False	False		
FAM172A	ENSG00000113391	bg	False	False	2.5679e-05	0.986	0.10251	False	False	False	False		
FAM174A	ENSG00000174132	bg	False	False	0.00033735	1.766	0.098194	False	False	False	False		
FAM174B	ENSG00000185442	bg	False	False	1.3526e-05	1.831	-1.807	False	False	False	False		
FAM174C	ENSG00000228300	bg	False	False	6.8947e-07	1.956	-2.6883	False	False	False	False		
FAM177A1	ENSG00000151327	bg	False	False	2.0371e-07	1.32	-0.22411	False	False	False	False		
FAM177B	ENSG00000197520	bg	False	False	0.00082751	1.767	0.23783	False	False	False	False		
FAM178B	ENSG00000168754	bg	False	False	3.7615999999999996e-21	1.115	0.65176	False	False	False	False		
FAM180A	ENSG00000189320	bg	False	False	6.7754e-05	1.407	0.72466	False	False	False	False		
FAM180B	ENSG00000196666	bg	False	False	8.3691e-08	1.62	0.39314	False	False	False	False		
FAM181A	ENSG00000140067	bg	False	False	0.29832	0.777	0.73694	False	False	False	False		
FAM181B	ENSG00000182103	bg	False	False	4.3103e-06	1.851	-4.3249	False	False	False	False		
FAM183A	ENSG00000186973	bg	False	False	0.0017465	1.144	0.60749	False	False	False	False		
FAM184A	ENSG00000111879	bg	False	False	8.12e-17	0.785	0.9843	False	False	False	False		
FAM184B	ENSG00000047662	bg	False	False	6.399100000000001e-31	1.009	-0.40456	False	False	False	False		
FAM185A	ENSG00000222011	bg	False	False	0.00050825	0.91	2.1748	False	False	False	False		
FAM186A	ENSG00000185958	bg	False	False	3.683299999999999e-40	0.852	3.992	False	False	True	True		
FAM186B	ENSG00000135436	bg	False	False	1.1518e-18	0.969	1.7622	False	False	False	False		
FAM187B	ENSG00000177558	bg	False	False	1.1223e-07	1.3	0.67248	False	False	False	False		
FAM189A1	ENSG00000104059	bg	False	False	3.0006e-09	1.124	-0.56228	False	False	False	False		
FAM189A2	ENSG00000135063	bg	False	False	1.6048e-08	0.947	1.0055	False	False	False	False		
FAM189B	ENSG00000160767	bg	False	False	3.0107e-09	0.897	-0.30008	False	False	False	False		
FAM193A	ENSG00000125386	bg	False	False	1.0	0.271	1.143	True	True	False	False		
FAM193B	ENSG00000146067	bg	False	False	0.0024011	0.669	-0.59834	False	False	False	False		
FAM200A	ENSG00000221909	bg	False	False	5.3159e-05	0.791	1.2851	False	False	False	False		
FAM200B	ENSG00000237765	bg	False	False	1.9175e-13	1.158	0.53249	False	False	False	False		
FAM204A	ENSG00000165669	bg	False	False	0.018876	0.784	0.40131	False	False	False	False		
FAM205A	ENSG00000205108	bg	False	False	0.99997	0.41	3.461	True	False	True	True		
FAM209A	ENSG00000124103	bg	False	False	0.035809	1.081	0.28122	False	False	False	False		
FAM209B	ENSG00000213714	bg	False	False	5.9226e-05	1.751	0.85692	False	False	False	False		
FAM20A	ENSG00000108950	bg	False	False	2.8931e-12	1.108	-0.67761	False	False	False	False		
FAM20B	ENSG00000116199	bg	False	False	0.014732	0.752	1.3383	False	False	False	False		
FAM20C	ENSG00000177706	bg	False	False	8.1566e-14	1.226	-1.6641	False	False	False	False		
FAM210A	ENSG00000177150	bg	False	False	0.096189	0.76	0.44527	False	False	False	False		
FAM210B	ENSG00000124098	bg	False	False	0.00059282	1.308	-0.28111	False	False	False	False		
FAM214A	ENSG00000047346	bg	False	False	4.8013e-06	0.634	0.94106	False	False	False	False		
FAM214B	ENSG00000005238	bg	False	False	0.49097	0.605	0.60055	False	False	False	False		
FAM216A	ENSG00000204856	bg	False	False	4.8225e-05	1.153	-0.55439	False	False	False	False		
FAM216B	ENSG00000179813	bg	False	False	0.0035359	1.257	0.074107	False	False	False	False		
FAM217A	ENSG00000145975	bg	False	False	0.031107	1.107	0.62959	False	False	False	False		
FAM217B	ENSG00000196227	bg	False	False	0.22591	1.79	0.33022	False	False	False	False		
FAM219A	ENSG00000164970	bg	False	False	0.86679	0.588	1.7357	False	False	False	False		
FAM219B	ENSG00000178761	bg	False	False	3.1804e-07	1.565	-1.0738	False	False	False	False		
FAM220A	ENSG00000178397	bg	False	False	0.14245	1.911	-1.2146	False	False	False	False		
FAM221A	ENSG00000188732	bg	False	False	6.1003e-09	1.597	-0.28788	False	False	False	False		
FAM221B	ENSG00000204930	bg	False	False	5.6308e-10	1.098	0.78851	False	False	False	False		
FAM222A	ENSG00000139438	bg	False	False	0.36619	0.75	-0.068334	False	False	False	False		
FAM222B	ENSG00000173065	bg	False	False	0.93657	0.536	0.37301	True	False	False	False		
FAM227A	ENSG00000184949	bg	False	False	1.3066e-14	1.202	0.67233	False	False	False	False		
FAM227B	ENSG00000166262	bg	False	False	1.9597e-12	1.869	-0.42311	False	False	False	False		
FAM228A	ENSG00000186453	bg	False	False	0.076688	0.959	0.19449	False	False	False	False		
FAM228B	ENSG00000219626	bg	False	False	1.4176e-06	1.375	0.49802	False	False	False	False		
FAM229A	ENSG00000225828	bg	False	False	0.00010067	1.916	-2.2709	False	False	False	False		
FAM229B	ENSG00000203778	bg	False	False	0.86479	0.574	0.35605	False	False	False	False		
FAM234A	ENSG00000167930	bg	False	False	9.4193e-12	1.12	-0.64134	False	False	False	False		
FAM234B	ENSG00000084444	bg	False	False	0.024708	0.623	1.2377	False	False	False	False		
FAM237A	ENSG00000235118	bg	False	False	1.038e-07	1.715	-0.64287	False	False	False	False		
FAM240A	ENSG00000283473	bg	False	False	0.0017536	1.916	0.18655	False	False	False	False		
FAM240C	ENSG00000216921	bg	False	False	6.0551e-07	1.923	-0.92283	False	False	False	False		
FAM241A	ENSG00000174749	bg	False	False	0.073487	1.192	0.039351	False	False	False	False		
FAM241B	ENSG00000171224	bg	False	False	0.010792	1.332	0.84411	False	False	False	False		
FAM24A	ENSG00000203795	bg	False	False	0.16277	1.651	0.92367	False	False	False	False		
FAM24B	ENSG00000213185	bg	False	False	0.18754	1.855	0.66662	False	False	False	False		
FAM25A	ENSG00000188100	bg	False	False	0.089948	1.138	0.56005	False	False	False	False		
FAM25C	ENSG00000276430	bg	False	False	0.097735	1.574	1.3262	False	False	False	False		
FAM25G	ENSG00000189090	bg	False	False	0.23498	1.772	0.61449	False	False	False	False		
FAM32A	ENSG00000105058	bg	False	False	0.0080484	1.118	0.42457	False	False	False	False		
FAM3B	ENSG00000183844	bg	False	False	1.2532e-06	1.222	0.55573	False	False	False	False		
FAM3C	ENSG00000196937	bg	False	False	0.17064	0.907	1.212	False	False	False	False		
FAM3D	ENSG00000198643	bg	False	False	1.1826e-08	1.128	1.1136	False	False	False	False		
FAM43A	ENSG00000185112	bg	False	False	4.9904e-05	1.458	-1.204	False	False	False	False		
FAM43B	ENSG00000183114	bg	False	False	8.2086e-08	1.851	-2.4191	False	False	False	False		
